Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,BP_RP
0.00039019,-1.6,10.07918,0.5,2.2374541529,0.5,-1.056,3.6728,4.836,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-5.97e-15,0.0,0.7505,0.2491,7.531e-05,2.032e-05,0.0001843,-1.0,0.0004188,7.41,20.129394585211276,20.644394585211273,19.447394585211274,1.1969999999999992
0.00039019,-1.6,10.07918,0.5500000715,2.2836583126,0.55,-0.843,3.6967,4.76,1,0.0,0.544,0.0,0.0,0.0,0.0,0.0,-1,-1.01e-14,0.0,0.7848,0.2148,6.56e-05,1.771e-05,0.0001607,-1.0,0.0003209,6.878,19.546394585211274,19.996394585211277,18.920394585211277,1.0760000000000005
0.00039019,-1.6,10.07918,0.6000000238,2.3211213258,0.6,-0.634,3.7239,4.697,1,0.0,0.544,0.0,0.0,0.0,0.0,0.0,-1,-1.69e-14,0.0,0.7961,0.2036,6.261e-05,1.691e-05,0.0001536,-1.0,0.0003303,6.354,18.985394585211274,19.372394585211275,18.416394585211275,0.9559999999999995
0.00039019,-1.6,10.07918,0.6104230881,2.3280472746,0.61,-0.588,3.7303,4.685,1,0.0,0.543,0.0,0.0,0.0,0.0,0.0,-1,-1.89e-14,0.0,0.7988,0.2008,6.188e-05,1.672e-05,0.0001518,-1.0,0.0003362,6.24,18.864394585211276,19.237394585211277,18.310394585211274,0.9270000000000032
0.00039019,-1.6,10.07918,0.621545136,2.3351438592,0.621,-0.539,3.7371,4.67,1,0.0,0.543,0.0,0.0,0.0,0.0,0.0,-1,-2.13e-14,0.0,0.8019,0.1978,6.108e-05,1.65e-05,0.0001499,-1.0,0.0003405,6.117,18.737394585211277,19.096394585211275,18.197394585211274,0.8990000000000009
0.00039019,-1.6,10.07918,0.6323046088,2.3417365926,0.632,-0.491,3.7436,4.656,1,0.0,0.543,0.0,0.0,0.0,0.0,0.0,-1,-2.39e-14,0.0,0.805,0.1946,6.027e-05,1.629e-05,0.0001479,-1.0,0.0003438,5.998,18.615394585211277,18.961394585211274,18.088394585211276,0.8729999999999976
0.00039019,-1.6,10.07918,0.6423036456,2.347636215,0.642,-0.446,3.7495,4.642,1,0.0,0.543,0.0,0.0,0.0,0.0,0.0,-1,-1.57e-16,0.0,0.8081,0.1916,5.949e-05,1.608e-05,0.000146,-1.0,0.0003407,5.886,18.502394585211274,18.836394585211274,17.987394585211277,0.8489999999999966
0.00039019,-1.6,10.07918,0.6499999762,2.3520353107,0.65,-0.412,3.7539,4.63,1,0.0,0.543,0.0,0.0,0.0,0.0,0.0,-1,-2.92e-14,0.0,0.8105,0.1892,5.886e-05,1.591e-05,0.0001446,-1.0,0.0003389,5.799,18.414394585211276,18.739394585211276,17.910394585211275,0.8290000000000006
0.00039019,-1.6,10.07918,0.6581075191,2.3565417049,0.658,-0.375,3.7583,4.616,1,0.0,0.542,0.0,0.0,0.0,0.0,0.0,-1,-3.21e-14,0.0,0.8136,0.186,5.803e-05,1.57e-05,0.0001426,-1.0,0.0003459,5.706,18.322394585211274,18.637394585211275,17.827394585211273,0.8100000000000023
0.00039019,-1.6,10.07918,0.6701779962,2.3630190674,0.67,-0.319,3.7647,4.593,1,0.0,0.542,0.0,0.0,0.0,0.0,0.0,-1,-3.71e-14,0.0,0.8186,0.181,5.674e-05,1.535e-05,0.0001395,-1.0,0.0003424,5.566,18.183394585211275,18.486394585211276,17.703394585211274,0.7830000000000013
